2022-01-22 10:34:54,250:__init__:INFO:Connection created successfully!
2022-01-22 10:34:54,257:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e922c'), 'sepal_length': 5.1, 'sepal_width': 3.5, 'petal_length': 1.4, 'petal_width': 0.2, 'species': 'setosa'}
2022-01-22 10:34:54,274:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92a4'), 'sepal_length': 6.9, 'sepal_width': 3.2, 'petal_length': 5.7, 'petal_width': 2.3, 'species': 'virginica'}
2022-01-22 10:34:54,274:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92a5'), 'sepal_length': 5.6, 'sepal_width': 2.8, 'petal_length': 4.9, 'petal_width': 2.0, 'species': 'virginica'}
2022-01-22 10:34:54,275:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92a6'), 'sepal_length': 7.7, 'sepal_width': 2.8, 'petal_length': 6.7, 'petal_width': 2.0, 'species': 'virginica'}
2022-01-22 10:34:54,275:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92a7'), 'sepal_length': 6.3, 'sepal_width': 2.7, 'petal_length': 4.9, 'petal_width': 1.8, 'species': 'virginica'}
2022-01-22 10:34:54,275:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92a8'), 'sepal_length': 6.7, 'sepal_width': 3.3, 'petal_length': 5.7, 'petal_width': 2.1, 'species': 'virginica'}
2022-01-22 10:34:54,275:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92a9'), 'sepal_length': 7.2, 'sepal_width': 3.2, 'petal_length': 6.0, 'petal_width': 1.8, 'species': 'virginica'}
2022-01-22 10:34:54,275:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92aa'), 'sepal_length': 6.2, 'sepal_width': 2.8, 'petal_length': 4.8, 'petal_width': 1.8, 'species': 'virginica'}
2022-01-22 10:34:54,275:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92ab'), 'sepal_length': 6.1, 'sepal_width': 3.0, 'petal_length': 4.9, 'petal_width': 1.8, 'species': 'virginica'}
2022-01-22 10:34:54,275:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92ac'), 'sepal_length': 6.4, 'sepal_width': 2.8, 'petal_length': 5.6, 'petal_width': 2.1, 'species': 'virginica'}
2022-01-22 10:34:54,275:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92ad'), 'sepal_length': 7.2, 'sepal_width': 3.0, 'petal_length': 5.8, 'petal_width': 1.6, 'species': 'virginica'}
2022-01-22 10:34:54,275:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92ae'), 'sepal_length': 7.4, 'sepal_width': 2.8, 'petal_length': 6.1, 'petal_width': 1.9, 'species': 'virginica'}
2022-01-22 10:34:54,275:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92af'), 'sepal_length': 7.9, 'sepal_width': 3.8, 'petal_length': 6.4, 'petal_width': 2.0, 'species': 'virginica'}
2022-01-22 10:34:54,275:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b0'), 'sepal_length': 6.4, 'sepal_width': 2.8, 'petal_length': 5.6, 'petal_width': 2.2, 'species': 'virginica'}
2022-01-22 10:34:54,276:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b1'), 'sepal_length': 6.3, 'sepal_width': 2.8, 'petal_length': 5.1, 'petal_width': 1.5, 'species': 'virginica'}
2022-01-22 10:34:54,276:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b2'), 'sepal_length': 6.1, 'sepal_width': 2.6, 'petal_length': 5.6, 'petal_width': 1.4, 'species': 'virginica'}
2022-01-22 10:34:54,276:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b3'), 'sepal_length': 7.7, 'sepal_width': 3.0, 'petal_length': 6.1, 'petal_width': 2.3, 'species': 'virginica'}
2022-01-22 10:34:54,276:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b4'), 'sepal_length': 6.3, 'sepal_width': 3.4, 'petal_length': 5.6, 'petal_width': 2.4, 'species': 'virginica'}
2022-01-22 10:34:54,276:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b5'), 'sepal_length': 6.4, 'sepal_width': 3.1, 'petal_length': 5.5, 'petal_width': 1.8, 'species': 'virginica'}
2022-01-22 10:34:54,276:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b6'), 'sepal_length': 6.0, 'sepal_width': 3.0, 'petal_length': 4.8, 'petal_width': 1.8, 'species': 'virginica'}
2022-01-22 10:34:54,276:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b7'), 'sepal_length': 6.9, 'sepal_width': 3.1, 'petal_length': 5.4, 'petal_width': 2.1, 'species': 'virginica'}
2022-01-22 10:34:54,276:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b8'), 'sepal_length': 6.7, 'sepal_width': 3.1, 'petal_length': 5.6, 'petal_width': 2.4, 'species': 'virginica'}
2022-01-22 10:34:54,276:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92b9'), 'sepal_length': 6.9, 'sepal_width': 3.1, 'petal_length': 5.1, 'petal_width': 2.3, 'species': 'virginica'}
2022-01-22 10:34:54,276:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92ba'), 'sepal_length': 5.8, 'sepal_width': 2.7, 'petal_length': 5.1, 'petal_width': 1.9, 'species': 'virginica'}
2022-01-22 10:34:54,276:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92bb'), 'sepal_length': 6.8, 'sepal_width': 3.2, 'petal_length': 5.9, 'petal_width': 2.3, 'species': 'virginica'}
2022-01-22 10:34:54,276:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92bc'), 'sepal_length': 6.7, 'sepal_width': 3.3, 'petal_length': 5.7, 'petal_width': 2.5, 'species': 'virginica'}
2022-01-22 10:34:54,277:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92bd'), 'sepal_length': 6.7, 'sepal_width': 3.0, 'petal_length': 5.2, 'petal_width': 2.3, 'species': 'virginica'}
2022-01-22 10:34:54,277:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92be'), 'sepal_length': 6.3, 'sepal_width': 2.5, 'petal_length': 5.0, 'petal_width': 1.9, 'species': 'virginica'}
2022-01-22 10:34:54,277:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92bf'), 'sepal_length': 6.5, 'sepal_width': 3.0, 'petal_length': 5.2, 'petal_width': 2.0, 'species': 'virginica'}
2022-01-22 10:34:54,277:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92c0'), 'sepal_length': 6.2, 'sepal_width': 3.4, 'petal_length': 5.4, 'petal_width': 2.3, 'species': 'virginica'}
2022-01-22 10:34:54,277:show_all:INFO:{'_id': ObjectId('61ea3bb942288f0cd04e92c1'), 'sepal_length': 5.9, 'sepal_width': 3.0, 'petal_length': 5.1, 'petal_width': 1.8, 'species': 'virginica'}
2022-01-22 10:34:54,277:show_all:INFO:Data displayed successfully
2022-01-22 10:34:54,281:count_data:INFO:{'_id': None, 'sepal_length_count': 150}
2022-01-22 10:34:54,281:count_data:INFO:Count displayed
2022-01-22 10:34:54,284:average_data:INFO:{'_id': None, 'avg_petal_length': 3.7580000000000005}
2022-01-22 10:34:54,284:average_data:INFO:Average displayed
2022-01-22 10:34:54,287:sum_data:INFO:{'_id': None, 'sepal_length_sum': 876.5}
2022-01-22 10:34:54,287:sum_data:INFO:Sum displayed
2022-01-22 10:34:54,290:min_data:INFO:{'_id': None, 'min_sepal_length': 4.3}
2022-01-22 10:34:54,290:min_data:INFO:Minimum displayed
2022-01-22 10:34:54,292:max_data:INFO:{'_id': None, 'max_sepal_length': 7.9}
2022-01-22 10:34:54,292:max_data:INFO:Maximum displayed
